map00130	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis	6	K00568,K03183
map00523	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	23	K00067,K00973,K01710,K01790,K13310
map01055	Metabolism of terpenoids and polyketides	Biosynthesis of vancomycin group antibiotics	13	K01710,K16437
map00950	Biosynthesis of other secondary metabolites	Isoquinoline alkaloid biosynthesis	1	K00812
map00960	Biosynthesis of other secondary metabolites	"Tropane, piperidine and pyridine alkaloid biosynthesis"	1	K00812
map00521	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis	22	K00067,K00973,K01710,K01790
map00525	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis	15	K00973,K01710
map00401	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis	1	K00812
map00404	Biosynthesis of other secondary metabolites	Staurosporine biosynthesis	3	K14266
map00333	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis	1	K00059
map00998	Biosynthesis of other secondary metabolites	Biosynthesis of secondary metabolites - other antibiotics	1	K02078
map04122	"Folding, sorting and degradation"	Sulfur relay system	3	K21029,K21140
KEGG Entry	Metabolism	Pathway	Total AMGs	Present AMG KOs
map00030	Carbohydrate metabolism	Pentose phosphate pathway	1	K07404
map00040	Carbohydrate metabolism	Pentose and glucuronate interconversions	5	K00012,K22187
map00051	Carbohydrate metabolism	Fructose and mannose metabolism	23	K01628,K01711,K02377,K16011
map00052	Carbohydrate metabolism	Galactose metabolism	21	K01784,K01854
map00053	Carbohydrate metabolism	Ascorbate and aldarate metabolism	4	K00012
map00500	Carbohydrate metabolism	Starch and sucrose metabolism	5	K16150
map00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism	75	K00012,K00820,K01183,K01233,K01654,K01711,K01784,K01854,K02377,K02473,K05304,K08678,K12450,K12452,K12454,K13010,K16011,K20844
map00620	Carbohydrate metabolism	Pyruvate metabolism	2	K01638,K01649
map00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	2	K00600,K01638
map00680	Energy metabolism	Methane metabolism	1	K00600
map00920	Energy metabolism	Sulfur metabolism	8	K00390,K00860,K06881
map00061	Lipid metabolism	Fatty acid biosynthesis	2	K00059
map00564	Lipid metabolism	Glycerophospholipid metabolism	2	K17717
map00565	Lipid metabolism	Ether lipid metabolism	2	K17717
map00590	Lipid metabolism	Arachidonic acid metabolism	2	K00432
map01040	Lipid metabolism	Biosynthesis of unsaturated fatty acids	1	K00507
map00230	Nucleotide metabolism	Purine metabolism	12	K00860,K01933,K01939,K11175
map00240	Nucleotide metabolism	Pyrimidine metabolism	2	K01955,K16066
map00250	Amino acid metabolism	"Alanine, aspartate and glutamate metabolism"	18	K00812,K00820,K01939,K01953,K01955
map00260	Amino acid metabolism	"Glycine, serine and threonine metabolism"	5	K00542,K00600,K00613,K16066
map00270	Amino acid metabolism	Cysteine and methionine metabolism	39	K00558,K00812,K01243,K17398
map00290	Amino acid metabolism	"Valine, leucine and isoleucine biosynthesis"	1	K01649
map00220	Amino acid metabolism	Arginine biosynthesis	2	K00812
map00330	Amino acid metabolism	Arginine and proline metabolism	12	K00472,K00542,K00613,K00812
map00350	Amino acid metabolism	Tyrosine metabolism	3	K00812,K01801
map00360	Amino acid metabolism	Phenylalanine metabolism	3	K00812,K01912
map00400	Amino acid metabolism	"Phenylalanine, tyrosine and tryptophan biosynthesis"	2	K00812
map00440	Metabolism of other amino acids	Phosphonate and phosphinate metabolism	1	K06167
map00460	Metabolism of other amino acids	Cyanoamino acid metabolism	1	K00600
map00480	Metabolism of other amino acids	Glutathione metabolism	4	K00432,K01460,K06048
map00510	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	4	K00721,K00737
map00540	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	24	K01627,K02536,K02843,K02844,K02849,K03269,K03272,K03274,K03280
map00550	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis	9	K07258,K07260
map00571	Glycan biosynthesis and metabolism	Lipoarabinomannan (LAM) biosynthesis	3	K14335
map00572	Glycan biosynthesis and metabolism	Arabinogalactan biosynthesis - Mycobacterium	3	K16870
map00730	Metabolism of cofactors and vitamins	Thiamine metabolism	1	K03153
map00740	Metabolism of cofactors and vitamins	Riboflavin metabolism	1	K09474
map00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	11	K01916,K03462,K13522
map00780	Metabolism of cofactors and vitamins	Biotin metabolism	3	K00059,K02169
map00790	Metabolism of cofactors and vitamins	Folate biosynthesis	31	K00287,K01495,K01724,K01737,K06879,K06920,K10026
map00670	Metabolism of cofactors and vitamins	One carbon pool by folate	9	K00287,K00600,K11175
map00860	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism	39	K00231,K04034,K09882,K09883,K21480,K22227
map00130	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis	6	K00568,K03183
map00900	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis	1	K13273
map00523	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	26	K00973,K01710,K01790,K13317
map01055	Metabolism of terpenoids and polyketides	Biosynthesis of vancomycin group antibiotics	16	K01710
map00950	Biosynthesis of other secondary metabolites	Isoquinoline alkaloid biosynthesis	2	K00812
map00960	Biosynthesis of other secondary metabolites	"Tropane, piperidine and pyridine alkaloid biosynthesis"	2	K00812
map00521	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis	25	K00973,K01710,K01790
map00525	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis	20	K00973,K01710
map00401	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis	2	K00812
map00404	Biosynthesis of other secondary metabolites	Staurosporine biosynthesis	3	K14266
map00333	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis	2	K00059
map00998	Biosynthesis of other secondary metabolites	Biosynthesis of secondary metabolites - other antibiotics	1	K02078
map04122	"Folding, sorting and degradation"	Sulfur relay system	3	K21029,K21140
KEGG Entry	Metabolism	Pathway	Total AMGs	Present AMG KOs
map00030	Carbohydrate metabolism	Pentose phosphate pathway	1	K00852
map00040	Carbohydrate metabolism	Pentose and glucuronate interconversions	9	K00012,K01184,K01728
map00051	Carbohydrate metabolism	Fructose and mannose metabolism	19	K01218,K01628,K01711,K02377,K16011
map00052	Carbohydrate metabolism	Galactose metabolism	19	K01784,K01854,K12111
map00053	Carbohydrate metabolism	Ascorbate and aldarate metabolism	7	K00012
map00500	Carbohydrate metabolism	Starch and sucrose metabolism	5	K16150
map00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism	63	K00012,K00820,K00983,K01233,K01654,K01711,K01784,K01791,K01854,K02377,K02473,K08678,K12452,K13010,K13015,K16011,K20844
map00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	1	K00023
map00650	Carbohydrate metabolism	Butanoate metabolism	1	K00023
map00920	Energy metabolism	Sulfur metabolism	8	K00390,K00860,K01738,K06881
map00061	Lipid metabolism	Fatty acid biosynthesis	1	K00059
map00564	Lipid metabolism	Glycerophospholipid metabolism	2	K17717
map00565	Lipid metabolism	Ether lipid metabolism	2	K17717
map00590	Lipid metabolism	Arachidonic acid metabolism	1	K00432
map00230	Nucleotide metabolism	Purine metabolism	11	K00764,K00860,K01933,K01939,K11175
map00240	Nucleotide metabolism	Pyrimidine metabolism	1	K16066
map00250	Amino acid metabolism	"Alanine, aspartate and glutamate metabolism"	12	K00764,K00820,K01939,K01953
map00260	Amino acid metabolism	"Glycine, serine and threonine metabolism"	4	K00613,K02204,K06720,K16066
map00270	Amino acid metabolism	Cysteine and methionine metabolism	37	K00558,K00826,K01243,K01738,K17398
map00280	Amino acid metabolism	"Valine, leucine and isoleucine degradation"	1	K00826
map00290	Amino acid metabolism	"Valine, leucine and isoleucine biosynthesis"	1	K00826
map00330	Amino acid metabolism	Arginine and proline metabolism	9	K00472,K00613,K00657
map00360	Amino acid metabolism	Phenylalanine metabolism	1	K00285
map00400	Amino acid metabolism	"Phenylalanine, tyrosine and tryptophan biosynthesis"	2	K00891,K01626
map00440	Metabolism of other amino acids	Phosphonate and phosphinate metabolism	1	K06167
map00480	Metabolism of other amino acids	Glutathione metabolism	2	K00432,K01270
map00510	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	8	K00721,K00737
map00531	Glycan biosynthesis and metabolism	Glycosaminoglycan degradation	1	K01135
map00540	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	31	K01627,K02536,K02843,K02849,K03269,K03272,K03274,K03280,K06041
map00550	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis	6	K07260
map00511	Glycan biosynthesis and metabolism	Other glycan degradation	1	K12111
map00571	Glycan biosynthesis and metabolism	Lipoarabinomannan (LAM) biosynthesis	2	K08256,K14335
map00572	Glycan biosynthesis and metabolism	Arabinogalactan biosynthesis - Mycobacterium	2	K16870
map00750	Metabolism of cofactors and vitamins	Vitamin B6 metabolism	1	K05275
map00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	11	K01916,K03462,K13522
map00770	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	1	K00826
map00780	Metabolism of cofactors and vitamins	Biotin metabolism	1	K00059
map00790	Metabolism of cofactors and vitamins	Folate biosynthesis	41	K00287,K01113,K01495,K01724,K01737,K06879,K06920,K09007,K09457,K10026
map00670	Metabolism of cofactors and vitamins	One carbon pool by folate	5	K00287,K11175
map00860	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism	43	K00231,K00798,K01885,K04034,K09882,K09883,K21480,K22227,K22316
map00130	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis	7	K00568,K03183
map00900	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis	1	K13273
map00523	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	23	K00067,K00973,K01710,K01790,K13310,K13317
map01055	Metabolism of terpenoids and polyketides	Biosynthesis of vancomycin group antibiotics	15	K01710,K16437
map00521	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis	21	K00067,K00973,K01710,K01790
map00525	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis	15	K00973,K01710
map00404	Biosynthesis of other secondary metabolites	Staurosporine biosynthesis	1	K14266
map00333	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis	1	K00059
map00998	Biosynthesis of other secondary metabolites	Biosynthesis of secondary metabolites - other antibiotics	1	K02078
map04122	"Folding, sorting and degradation"	Sulfur relay system	3	K21029,K21140
KEGG Entry	Metabolism	Pathway	Total AMGs	Present AMG KOs
map00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	1	K01895
map00030	Carbohydrate metabolism	Pentose phosphate pathway	5	K00852,K01808,K07404
map00040	Carbohydrate metabolism	Pentose and glucuronate interconversions	21	K00012,K00065,K22187
map00051	Carbohydrate metabolism	Fructose and mannose metabolism	46	K01628,K01711,K01808,K02377,K16011,K16881,K19355
map00052	Carbohydrate metabolism	Galactose metabolism	51	K01784,K01854
map00053	Carbohydrate metabolism	Ascorbate and aldarate metabolism	19	K00012
map00500	Carbohydrate metabolism	Starch and sucrose metabolism	5	K16150,K19668,K20811
map00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism	141	K00012,K00820,K01183,K01233,K01654,K01711,K01784,K01854,K02377,K02473,K12452,K12454,K13010,K13015,K15894,K15895,K16011,K16881
map00620	Carbohydrate metabolism	Pyruvate metabolism	2	K01649,K01895
map00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	7	K00600,K00865,K01601,K01895,K01915
map00640	Carbohydrate metabolism	Propanoate metabolism	2	K01734,K01895
map00190	Energy metabolism	Oxidative phosphorylation	1	K00332
map00710	Energy metabolism	Carbon fixation in photosynthetic organisms	4	K01601,K01808
map00720	Energy metabolism	Carbon fixation pathways in prokaryotes	1	K01895
map00680	Energy metabolism	Methane metabolism	5	K00600,K01895,K10944
map00910	Energy metabolism	Nitrogen metabolism	5	K01674,K01915,K10944
map00920	Energy metabolism	Sulfur metabolism	20	K00390,K00860,K01738,K04091,K06881
map00061	Lipid metabolism	Fatty acid biosynthesis	1	K00059
map00561	Lipid metabolism	Glycerolipid metabolism	1	K00865
map00564	Lipid metabolism	Glycerophospholipid metabolism	5	K01613,K17717
map00565	Lipid metabolism	Ether lipid metabolism	2	K17717
map00590	Lipid metabolism	Arachidonic acid metabolism	5	K00432
map00591	Lipid metabolism	Linoleic acid metabolism	2	K00508
map01040	Lipid metabolism	Biosynthesis of unsaturated fatty acids	1	K00507
map00230	Nucleotide metabolism	Purine metabolism	30	K00764,K00860,K01756,K01939,K01951,K11175
map00240	Nucleotide metabolism	Pyrimidine metabolism	3	K00254,K11540,K16066
map00250	Amino acid metabolism	"Alanine, aspartate and glutamate metabolism"	29	K00764,K00812,K00820,K01756,K01915,K01939,K01953,K11540
map00260	Amino acid metabolism	"Glycine, serine and threonine metabolism"	9	K00303,K00600,K00613,K00865,K16066
map00270	Amino acid metabolism	Cysteine and methionine metabolism	55	K00558,K00789,K00812,K01243,K01251,K01738,K08965,K17398
map00290	Amino acid metabolism	"Valine, leucine and isoleucine biosynthesis"	1	K01649
map00220	Amino acid metabolism	Arginine biosynthesis	3	K00812,K01915
map00330	Amino acid metabolism	Arginine and proline metabolism	24	K00472,K00613,K00657,K00812
map00350	Amino acid metabolism	Tyrosine metabolism	1	K00812
map00360	Amino acid metabolism	Phenylalanine metabolism	2	K00812,K05714
map00400	Amino acid metabolism	"Phenylalanine, tyrosine and tryptophan biosynthesis"	2	K00812,K01626
map00440	Metabolism of other amino acids	Phosphonate and phosphinate metabolism	2	K06167
map00460	Metabolism of other amino acids	Cyanoamino acid metabolism	2	K00600
map00480	Metabolism of other amino acids	Glutathione metabolism	8	K00432,K00799,K01270,K01460
map00510	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	7	K00721,K00737
map00513	Glycan biosynthesis and metabolism	Various types of N-glycan biosynthesis	1	K09673
map00531	Glycan biosynthesis and metabolism	Glycosaminoglycan degradation	1	K01135
map00540	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	64	K01627,K02841,K02843,K02844,K02849,K03269,K03270,K03272,K03273,K03274,K06041,K21344
map00550	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis	10	K07258,K07260
map00572	Glycan biosynthesis and metabolism	Arabinogalactan biosynthesis - Mycobacterium	3	K16870
map00730	Metabolism of cofactors and vitamins	Thiamine metabolism	2	K03148,K04487
map00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	30	K00952,K01916,K03462,K13522
map00780	Metabolism of cofactors and vitamins	Biotin metabolism	3	K00059,K02169
map00790	Metabolism of cofactors and vitamins	Folate biosynthesis	71	K00287,K01495,K01737,K06879,K06920,K08310,K09457,K10026
map00670	Metabolism of cofactors and vitamins	One carbon pool by folate	19	K00287,K00600,K11175
map00860	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism	55	K04034,K09882,K09883,K21480,K22227,K22316
map00130	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis	13	K00568,K03183
map00900	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis	2	K12506,K13273
map00523	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	48	K00067,K00973,K01710,K01790,K19853,K23144
map01055	Metabolism of terpenoids and polyketides	Biosynthesis of vancomycin group antibiotics	26	K01710,K16437
map00940	Biosynthesis of other secondary metabolites	Phenylpropanoid biosynthesis	1	K00588
map00945	Biosynthesis of other secondary metabolites	"Stilbenoid, diarylheptanoid and gingerol biosynthesis"	1	K00588
map00941	Biosynthesis of other secondary metabolites	Flavonoid biosynthesis	1	K00588
map00950	Biosynthesis of other secondary metabolites	Isoquinoline alkaloid biosynthesis	1	K00812
map00960	Biosynthesis of other secondary metabolites	"Tropane, piperidine and pyridine alkaloid biosynthesis"	1	K00812
map00521	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis	47	K00067,K00973,K01710,K01790,K23144
map00525	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis	34	K00973,K01710,K23144
map00401	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis	1	K00812
map00404	Biosynthesis of other secondary metabolites	Staurosporine biosynthesis	4	K14266
map00333	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis	1	K00059
map00998	Biosynthesis of other secondary metabolites	Biosynthesis of secondary metabolites - other antibiotics	3	K02078
map00999	Biosynthesis of other secondary metabolites	Biosynthesis of secondary metabolites - unclassified	1	K00588
map00980	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450	1	K00799
map00982	Xenobiotics biodegradation and metabolism	Drug metabolism - cytochrome P450	1	K00799
map00983	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes	3	K00799,K01951
map04122	"Folding, sorting and degradation"	Sulfur relay system	9	K03148,K04487,K21029,K21140,K21147
KEGG Entry	Metabolism	Pathway	Total AMGs	Present AMG KOs
map00030	Carbohydrate metabolism	Pentose phosphate pathway	3	K00852,K01808
map00040	Carbohydrate metabolism	Pentose and glucuronate interconversions	25	K00012,K00065
map00051	Carbohydrate metabolism	Fructose and mannose metabolism	45	K00966,K01628,K01711,K01808,K02377,K16011
map00052	Carbohydrate metabolism	Galactose metabolism	54	K01784,K01854
map00053	Carbohydrate metabolism	Ascorbate and aldarate metabolism	24	K00012
map00500	Carbohydrate metabolism	Starch and sucrose metabolism	7	K13057,K16150,K20811
map00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism	160	K00012,K00820,K00966,K01233,K01654,K01711,K01784,K01854,K02377,K02473,K07806,K08678,K12450,K12452,K12454,K13010,K13015,K13017,K16011,K20844,K21749
map00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	8	K00600,K01601,K01915,K05606
map00640	Carbohydrate metabolism	Propanoate metabolism	3	K01734,K05606
map00562	Carbohydrate metabolism	Inositol phosphate metabolism	2	K01771,K01858
map00710	Energy metabolism	Carbon fixation in photosynthetic organisms	5	K01601,K01808
map00720	Energy metabolism	Carbon fixation pathways in prokaryotes	1	K05606
map00680	Energy metabolism	Methane metabolism	2	K00600,K10946
map00910	Energy metabolism	Nitrogen metabolism	3	K01915,K10946
map00920	Energy metabolism	Sulfur metabolism	22	K00390,K00860,K01738,K20035
map00061	Lipid metabolism	Fatty acid biosynthesis	2	K00059
map00564	Lipid metabolism	Glycerophospholipid metabolism	6	K01613,K17717
map00565	Lipid metabolism	Ether lipid metabolism	2	K17717
map00590	Lipid metabolism	Arachidonic acid metabolism	5	K00432
map00230	Nucleotide metabolism	Purine metabolism	33	K00764,K00860,K01756,K01939,K01951,K11175
map00240	Nucleotide metabolism	Pyrimidine metabolism	4	K00254,K01955,K11540,K16066
map00250	Amino acid metabolism	"Alanine, aspartate and glutamate metabolism"	39	K00764,K00812,K00820,K01756,K01915,K01939,K01953,K01955,K11540
map00260	Amino acid metabolism	"Glycine, serine and threonine metabolism"	6	K00600,K00613,K16066
map00270	Amino acid metabolism	Cysteine and methionine metabolism	62	K00558,K00789,K00812,K01251,K01738,K08965,K17398
map00280	Amino acid metabolism	"Valine, leucine and isoleucine degradation"	1	K05606
map00310	Amino acid metabolism	Lysine degradation	1	K00824
map00220	Amino acid metabolism	Arginine biosynthesis	3	K00812,K01915
map00330	Amino acid metabolism	Arginine and proline metabolism	34	K00472,K00613,K00657,K00812,K00824
map00350	Amino acid metabolism	Tyrosine metabolism	1	K00812
map00360	Amino acid metabolism	Phenylalanine metabolism	3	K00285,K00812,K00824
map00400	Amino acid metabolism	"Phenylalanine, tyrosine and tryptophan biosynthesis"	2	K00812,K04516
map00440	Metabolism of other amino acids	Phosphonate and phosphinate metabolism	2	K06167
map00460	Metabolism of other amino acids	Cyanoamino acid metabolism	1	K00600
map00472	Metabolism of other amino acids	D-Arginine and D-ornithine metabolism	1	K00824
map00473	Metabolism of other amino acids	D-Alanine metabolism	1	K00824
map00480	Metabolism of other amino acids	Glutathione metabolism	6	K00432,K01270
map00510	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	5	K00721,K00737
map00531	Glycan biosynthesis and metabolism	Glycosaminoglycan degradation	1	K01135
map00601	Glycan biosynthesis and metabolism	Glycosphingolipid biosynthesis - lacto and neolacto series	2	K00709
map00540	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	65	K01627,K02843,K02844,K02849,K03269,K03272,K03274,K03275,K21344
map00550	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis	7	K07258,K07260
map00572	Glycan biosynthesis and metabolism	Arabinogalactan biosynthesis - Mycobacterium	4	K16870
map00730	Metabolism of cofactors and vitamins	Thiamine metabolism	1	K04487
map00740	Metabolism of cofactors and vitamins	Riboflavin metabolism	1	K09474
map00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	35	K00952,K01916,K03462,K13522
map00780	Metabolism of cofactors and vitamins	Biotin metabolism	2	K00059
map00790	Metabolism of cofactors and vitamins	Folate biosynthesis	93	K00287,K01495,K01737,K06879,K06920,K09007,K10026
map00670	Metabolism of cofactors and vitamins	One carbon pool by folate	28	K00287,K00600,K11175
map00860	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism	82	K00798,K04034,K09882,K09883,K21480,K22227,K22316
map00130	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis	11	K00568,K03183,K03809,K18534
map00900	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis	1	K13273
map00523	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	64	K00067,K00973,K01710,K01790,K13310,K13317,K16436,K23144
map01055	Metabolism of terpenoids and polyketides	Biosynthesis of vancomycin group antibiotics	28	K01710,K16436
map00950	Biosynthesis of other secondary metabolites	Isoquinoline alkaloid biosynthesis	1	K00812
map00960	Biosynthesis of other secondary metabolites	"Tropane, piperidine and pyridine alkaloid biosynthesis"	1	K00812
map00311	Biosynthesis of other secondary metabolites	Penicillin and cephalosporin biosynthesis	1	K19200
map00521	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis	61	K00067,K00973,K01710,K01790,K01858,K23144
map00525	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis	42	K00973,K01710,K23144
map00401	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis	1	K00812
map00404	Biosynthesis of other secondary metabolites	Staurosporine biosynthesis	7	K14266
map00333	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis	2	K00059
map00998	Biosynthesis of other secondary metabolites	Biosynthesis of secondary metabolites - other antibiotics	4	K02078,K18652
map00983	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes	1	K01951
map04122	"Folding, sorting and degradation"	Sulfur relay system	7	K04487,K21029,K21140
KEGG Entry	Metabolism	Pathway	Total AMGs	Present AMG KOs
map00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	3	K00138,K01623,K06859
map00030	Carbohydrate metabolism	Pentose phosphate pathway	2	K01623,K06859
map00040	Carbohydrate metabolism	Pentose and glucuronate interconversions	10	K00012
map00051	Carbohydrate metabolism	Fructose and mannose metabolism	38	K01623,K01711,K01795,K02377,K16011
map00052	Carbohydrate metabolism	Galactose metabolism	32	K01784,K01854,K17716
map00053	Carbohydrate metabolism	Ascorbate and aldarate metabolism	10	K00012
map00500	Carbohydrate metabolism	Starch and sucrose metabolism	7	K06859,K16150
map00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism	103	K00012,K01654,K01711,K01784,K01791,K01854,K02377,K02472,K02473,K06859,K12450,K12452,K12454,K13010,K13018,K15895,K16011,K17716,K21749
map00620	Carbohydrate metabolism	Pyruvate metabolism	2	K00138,K01638
map00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	7	K00600,K01601,K01638,K01915,K05606
map00640	Carbohydrate metabolism	Propanoate metabolism	2	K01734,K05606
map00650	Carbohydrate metabolism	Butanoate metabolism	1	K01652
map00660	Carbohydrate metabolism	C5-Branched dibasic acid metabolism	1	K01652
map00195	Energy metabolism	Photosynthesis	3	K02703
map00710	Energy metabolism	Carbon fixation in photosynthetic organisms	3	K01601,K01623
map00720	Energy metabolism	Carbon fixation pathways in prokaryotes	1	K05606
map00680	Energy metabolism	Methane metabolism	2	K00600,K01623
map00910	Energy metabolism	Nitrogen metabolism	3	K00370,K01915
map00920	Energy metabolism	Sulfur metabolism	17	K00390,K00860,K01738
map00061	Lipid metabolism	Fatty acid biosynthesis	1	K00059
map00561	Lipid metabolism	Glycerolipid metabolism	1	K19002
map00564	Lipid metabolism	Glycerophospholipid metabolism	3	K01613,K17717
map00565	Lipid metabolism	Ether lipid metabolism	2	K17717
map00590	Lipid metabolism	Arachidonic acid metabolism	1	K00432
map00591	Lipid metabolism	Linoleic acid metabolism	1	K00508
map01040	Lipid metabolism	Biosynthesis of unsaturated fatty acids	2	K00507
map00230	Nucleotide metabolism	Purine metabolism	21	K00764,K00860,K01756,K01939,K11175
map00240	Nucleotide metabolism	Pyrimidine metabolism	1	K01955
map00250	Amino acid metabolism	"Alanine, aspartate and glutamate metabolism"	23	K00764,K01756,K01915,K01939,K01953,K01955
map00260	Amino acid metabolism	"Glycine, serine and threonine metabolism"	4	K00600,K00613,K06720
map00270	Amino acid metabolism	Cysteine and methionine metabolism	63	K00558,K01243,K01738,K14155,K17398,K17462
map00280	Amino acid metabolism	"Valine, leucine and isoleucine degradation"	1	K05606
map00290	Amino acid metabolism	"Valine, leucine and isoleucine biosynthesis"	1	K01652
map00220	Amino acid metabolism	Arginine biosynthesis	2	K01915
map00330	Amino acid metabolism	Arginine and proline metabolism	13	K00472,K00613,K00657
map00360	Amino acid metabolism	Phenylalanine metabolism	1	K00285
map00450	Metabolism of other amino acids	Selenocompound metabolism	1	K14155
map00460	Metabolism of other amino acids	Cyanoamino acid metabolism	1	K00600
map00480	Metabolism of other amino acids	Glutathione metabolism	3	K00432,K01270
map00510	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	11	K00721,K00737
map00531	Glycan biosynthesis and metabolism	Glycosaminoglycan degradation	1	K01135
map00601	Glycan biosynthesis and metabolism	Glycosphingolipid biosynthesis - lacto and neolacto series	1	K00709
map00540	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	35	K00677,K00979,K01627,K02536,K02843,K02844,K02849,K03269,K03271,K03272,K03273,K03274,K21344
map00550	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis	7	K05366,K07260
map00571	Glycan biosynthesis and metabolism	Lipoarabinomannan (LAM) biosynthesis	3	K08256,K14335
map00572	Glycan biosynthesis and metabolism	Arabinogalactan biosynthesis - Mycobacterium	3	K16870
map00740	Metabolism of cofactors and vitamins	Riboflavin metabolism	1	K09474
map00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	11	K00952,K00969,K01916,K03462,K13522
map00770	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	1	K01652
map00780	Metabolism of cofactors and vitamins	Biotin metabolism	1	K00059
map00790	Metabolism of cofactors and vitamins	Folate biosynthesis	53	K00287,K01495,K01724,K01737,K06879,K06920,K09007,K10026
map00670	Metabolism of cofactors and vitamins	One carbon pool by folate	6	K00287,K00600,K11175
map00860	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism	51	K00798,K04034,K09882,K09883,K21480,K22227
map00130	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis	9	K00568
map00906	Metabolism of terpenoids and polyketides	Carotenoid biosynthesis	1	K10027
