genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
GROS22-2_SAMEA112714790_MAG_00000156.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714791_MAG_00000071.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714792_MAG_00000216.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714793_MAG_00000042.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714799_MAG_00000093.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714800_MAG_00000146.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714801_MAG_00000016.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714802_MAG_00000152.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714803_MAG_00000266.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714804_MAG_00000186.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714816_MAG_00000039.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714817_MAG_00000173.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714818_MAG_00000160.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714819_MAG_00000128.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714827_MAG_00000050.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714828_MAG_00000095.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714829_MAG_00000098.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714830_MAG_00000167.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714831_MAG_00000042.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714832_MAG_00000130.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714845_MAG_00000308.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714846_MAG_00000047.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714847_MAG_00000203.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714849_MAG_00000148.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714850_MAG_00000298.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714860_MAG_00000068.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714861_MAG_00000170.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-2_SAMEA112714862_MAG_00000205.fa,174_1,0.010000000000000009,average,ANImf,174
GROS22-1_SAMEA110290300_MAG_00000055.fa,174_2,0.010000000000000009,average,ANImf,174
GROS22-1_SAMEA110290301_MAG_00000082.fa,174_3,0.010000000000000009,average,ANImf,174
GROS22-1_SAMEA110290250_MAG_00000065.fa,175_1,0.010000000000000009,average,ANImf,175
GROS22-1_SAMEA110290251_MAG_00000001.fa,175_2,0.010000000000000009,average,ANImf,175
GROS22-1_SAMEA110290253_MAG_00000119.fa,175_3,0.010000000000000009,average,ANImf,175
GROS22-1_SAMEA110290268_MAG_00000036.fa,175_4,0.010000000000000009,average,ANImf,175
GROS22-1_SAMEA110290252_MAG_00000074.fa,175_5,0.010000000000000009,average,ANImf,175
GROS22-1_SAMEA110290269_MAG_00000028.fa,175_6,0.010000000000000009,average,ANImf,175
GROS22-2_SAMEA112714775_MAG_00000031.fa,176_1,0.010000000000000009,average,ANImf,176
GROS22-2_SAMEA112714776_MAG_00000182.fa,176_1,0.010000000000000009,average,ANImf,176
GROS22-2_SAMEA112714800_MAG_00000184.fa,176_1,0.010000000000000009,average,ANImf,176
GROS22-2_SAMEA112714805_MAG_00000079.fa,176_1,0.010000000000000009,average,ANImf,176
GROS22-2_SAMEA112714806_MAG_00000082.fa,176_1,0.010000000000000009,average,ANImf,176
GROS22-2_SAMEA112714807_MAG_00000111.fa,176_1,0.010000000000000009,average,ANImf,176
GROS22-2_SAMEA112714808_MAG_00000056.fa,176_1,0.010000000000000009,average,ANImf,176
GROS22-2_SAMEA112714809_MAG_00000129.fa,176_1,0.010000000000000009,average,ANImf,176
GROS22-2_SAMEA112714821_MAG_00000158.fa,176_1,0.010000000000000009,average,ANImf,176
GROS22-2_SAMEA112714822_MAG_00000052.fa,176_1,0.010000000000000009,average,ANImf,176
GROS22-2_SAMEA112714823_MAG_00000127.fa,176_1,0.010000000000000009,average,ANImf,176
GROS22-2_SAMEA112714824_MAG_00000044.fa,176_1,0.010000000000000009,average,ANImf,176
GROS22-2_SAMEA112714825_MAG_00000149.fa,176_1,0.010000000000000009,average,ANImf,176
GROS22-2_SAMEA112714826_MAG_00000038.fa,176_1,0.010000000000000009,average,ANImf,176
GROS22-2_SAMEA112714775_MAG_00000053.fa,177_1,0.010000000000000009,average,ANImf,177
GROS22-2_SAMEA112714776_MAG_00000067.fa,177_2,0.010000000000000009,average,ANImf,177
GROS22-1_SAMEA110290287_MAG_00000040.fa,177_3,0.010000000000000009,average,ANImf,177
GROS22-1_SAMEA110290290_MAG_00000138.fa,177_4,0.010000000000000009,average,ANImf,177
GROS22-2_SAMEA112714809_MAG_00000057.fa,178_1,0.010000000000000009,average,ANImf,178
GROS22-2_SAMEA112714814_MAG_00000477.fa,178_1,0.010000000000000009,average,ANImf,178
GROS22-2_SAMEA112714815_MAG_00000018.fa,178_1,0.010000000000000009,average,ANImf,178
GROS22-2_SAMEA112714821_MAG_00000266.fa,178_1,0.010000000000000009,average,ANImf,178
GROS22-2_SAMEA112714822_MAG_00000311.fa,178_1,0.010000000000000009,average,ANImf,178
GROS22-2_SAMEA112714825_MAG_00000174.fa,178_1,0.010000000000000009,average,ANImf,178
GROS22-2_SAMEA112714826_MAG_00000199.fa,178_1,0.010000000000000009,average,ANImf,178
GROS22-2_SAMEA112714814_MAG_00000025.fa,179_1,0.010000000000000009,average,ANImf,179
GROS22-2_SAMEA112714825_MAG_00000418.fa,179_1,0.010000000000000009,average,ANImf,179
GROS22-2_SAMEA112714826_MAG_00000176.fa,179_1,0.010000000000000009,average,ANImf,179
GROS22-2_SAMEA112714851_MAG_00000148.fa,179_2,0.010000000000000009,average,ANImf,179
GROS22-2_SAMEA112714815_MAG_00000102.fa,179_3,0.010000000000000009,average,ANImf,179
GROS22-2_SAMEA112714852_MAG_00000157.fa,179_4,0.010000000000000009,average,ANImf,179
GROS22-1_SAMEA110290292_MAG_00000087.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290293_MAG_00000090.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290294_MAG_00000096.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290295_MAG_00000085.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290296_MAG_00000113.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290297_MAG_00000029.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290298_MAG_00000052.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290299_MAG_00000065.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290300_MAG_00000128.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290301_MAG_00000062.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290302_MAG_00000080.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290303_MAG_00000107.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290304_MAG_00000141.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290306_MAG_00000077.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290307_MAG_00000039.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290308_MAG_00000138.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290309_MAG_00000014.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290310_MAG_00000053.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290311_MAG_00000046.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290312_MAG_00000108.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290313_MAG_00000119.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290314_MAG_00000073.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290315_MAG_00000120.fa,180_1,0.010000000000000009,average,ANImf,180
GROS22-1_SAMEA110290305_MAG_00000079.fa,180_2,0.010000000000000009,average,ANImf,180
GROS22-2_SAMEA112714800_MAG_00000101.fa,181_1,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714805_MAG_00000091.fa,181_1,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714806_MAG_00000035.fa,181_1,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714807_MAG_00000090.fa,181_1,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714808_MAG_00000223.fa,181_1,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714809_MAG_00000078.fa,181_1,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714810_MAG_00000049.fa,181_1,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714811_MAG_00000231.fa,181_1,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714814_MAG_00000389.fa,181_1,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714815_MAG_00000126.fa,181_1,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714821_MAG_00000160.fa,181_1,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714822_MAG_00000295.fa,181_1,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714823_MAG_00000105.fa,181_1,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714824_MAG_00000045.fa,181_1,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714825_MAG_00000273.fa,181_1,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714826_MAG_00000067.fa,181_1,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290308_MAG_00000166.fa,181_2,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290309_MAG_00000129.fa,181_2,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714812_MAG_00000015.fa,181_3,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290291_MAG_00000085.fa,181_4,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290304_MAG_00000091.fa,181_5,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290306_MAG_00000102.fa,181_6,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290305_MAG_00000001.fa,181_7,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290307_MAG_00000131.fa,181_8,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290290_MAG_00000130.fa,181_9,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290296_MAG_00000185.fa,181_10,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290295_MAG_00000063.fa,181_11,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290293_MAG_00000088.fa,181_12,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290294_MAG_00000059.fa,181_13,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290292_MAG_00000070.fa,181_14,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290289_MAG_00000029.fa,181_15,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714776_MAG_00000172.fa,181_16,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714779_MAG_00000208.fa,181_17,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714780_MAG_00000138.fa,181_18,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714775_MAG_00000012.fa,181_19,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714797_MAG_00000064.fa,181_20,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714798_MAG_00000007.fa,181_21,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290278_MAG_00000218.fa,181_22,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290279_MAG_00000091.fa,181_23,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290260_MAG_00000128.fa,181_24,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290285_MAG_00000023.fa,181_25,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290261_MAG_00000090.fa,181_26,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714794_MAG_00000013.fa,181_27,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290284_MAG_00000159.fa,181_28,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714796_MAG_00000100.fa,181_29,0.010000000000000009,average,ANImf,181
GROS22-1_SAMEA110290280_MAG_00000044.fa,181_30,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714793_MAG_00000107.fa,181_31,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714785_MAG_00000125.fa,181_32,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714786_MAG_00000020.fa,181_33,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714781_MAG_00000211.fa,181_34,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714782_MAG_00000173.fa,181_35,0.010000000000000009,average,ANImf,181
GROS22-2_SAMEA112714791_MAG_00000016.fa,182_1,0.010000000000000009,average,ANImf,182
GROS22-2_SAMEA112714792_MAG_00000081.fa,182_2,0.010000000000000009,average,ANImf,182
GROS22-2_SAMEA112714803_MAG_00000324.fa,182_3,0.010000000000000009,average,ANImf,182
GROS22-2_SAMEA112714804_MAG_00000165.fa,182_3,0.010000000000000009,average,ANImf,182
GROS22-2_SAMEA112714831_MAG_00000004.fa,182_3,0.010000000000000009,average,ANImf,182
GROS22-2_SAMEA112714832_MAG_00000097.fa,182_3,0.010000000000000009,average,ANImf,182
GROS22-2_SAMEA112714802_MAG_00000121.fa,182_4,0.010000000000000009,average,ANImf,182
GROS22-2_SAMEA112714790_MAG_00000113.fa,182_5,0.010000000000000009,average,ANImf,182
GROS22-2_SAMEA112714830_MAG_00000015.fa,182_6,0.010000000000000009,average,ANImf,182
GROS22-1_SAMEA110290266_MAG_00000139.fa,182_7,0.010000000000000009,average,ANImf,182
GROS22-1_SAMEA110290267_MAG_00000059.fa,182_8,0.010000000000000009,average,ANImf,182
GROS22-1_SAMEA110290264_MAG_00000095.fa,182_9,0.010000000000000009,average,ANImf,182
GROS22-1_SAMEA110290263_MAG_00000009.fa,182_10,0.010000000000000009,average,ANImf,182
GROS22-1_SAMEA110290262_MAG_00000065.fa,182_11,0.010000000000000009,average,ANImf,182
GROS22-2_SAMEA112714791_MAG_00000161.fa,183_1,0.010000000000000009,average,ANImf,183
GROS22-2_SAMEA112714792_MAG_00000232.fa,183_1,0.010000000000000009,average,ANImf,183
GROS22-2_SAMEA112714819_MAG_00000172.fa,183_1,0.010000000000000009,average,ANImf,183
GROS22-2_SAMEA112714830_MAG_00000255.fa,183_1,0.010000000000000009,average,ANImf,183
GROS22-2_SAMEA112714831_MAG_00000171.fa,183_1,0.010000000000000009,average,ANImf,183
GROS22-2_SAMEA112714832_MAG_00000196.fa,183_1,0.010000000000000009,average,ANImf,183
GROS22-2_SAMEA112714847_MAG_00000172.fa,184_1,0.010000000000000009,average,ANImf,184
GROS22-2_SAMEA112714849_MAG_00000351.fa,184_1,0.010000000000000009,average,ANImf,184
GROS22-2_SAMEA112714850_MAG_00000273.fa,184_1,0.010000000000000009,average,ANImf,184
GROS22-2_SAMEA112714861_MAG_00000156.fa,184_1,0.010000000000000009,average,ANImf,184
GROS22-2_SAMEA112714862_MAG_00000079.fa,184_1,0.010000000000000009,average,ANImf,184
GROS22-2_SAMEA112714785_MAG_00000272.fa,185_1,0.010000000000000009,average,ANImf,185
GROS22-2_SAMEA112714810_MAG_00000097.fa,185_1,0.010000000000000009,average,ANImf,185
GROS22-2_SAMEA112714811_MAG_00000161.fa,185_1,0.010000000000000009,average,ANImf,185
GROS22-2_SAMEA112714812_MAG_00000223.fa,185_1,0.010000000000000009,average,ANImf,185
GROS22-2_SAMEA112714814_MAG_00000034.fa,185_1,0.010000000000000009,average,ANImf,185
GROS22-2_SAMEA112714815_MAG_00000156.fa,185_1,0.010000000000000009,average,ANImf,185
GROS22-2_SAMEA112714821_MAG_00000315.fa,185_1,0.010000000000000009,average,ANImf,185
GROS22-2_SAMEA112714822_MAG_00000210.fa,185_1,0.010000000000000009,average,ANImf,185
GROS22-2_SAMEA112714825_MAG_00000404.fa,185_1,0.010000000000000009,average,ANImf,185
GROS22-2_SAMEA112714826_MAG_00000380.fa,185_1,0.010000000000000009,average,ANImf,185
GROS22-1_SAMEA110290266_MAG_00000147.fa,186_1,0.010000000000000009,average,ANImf,186
GROS22-1_SAMEA110290267_MAG_00000037.fa,186_1,0.010000000000000009,average,ANImf,186
GROS22-2_SAMEA112714787_MAG_00000112.fa,186_1,0.010000000000000009,average,ANImf,186
GROS22-2_SAMEA112714788_MAG_00000028.fa,186_1,0.010000000000000009,average,ANImf,186
GROS22-2_SAMEA112714789_MAG_00000042.fa,186_1,0.010000000000000009,average,ANImf,186
GROS22-2_SAMEA112714790_MAG_00000070.fa,186_1,0.010000000000000009,average,ANImf,186
GROS22-2_SAMEA112714791_MAG_00000174.fa,186_1,0.010000000000000009,average,ANImf,186
GROS22-2_SAMEA112714792_MAG_00000186.fa,186_1,0.010000000000000009,average,ANImf,186
GROS22-2_SAMEA112714803_MAG_00000129.fa,186_1,0.010000000000000009,average,ANImf,186
GROS22-2_SAMEA112714804_MAG_00000290.fa,186_1,0.010000000000000009,average,ANImf,186
GROS22-2_SAMEA112714849_MAG_00000006.fa,186_1,0.010000000000000009,average,ANImf,186
GROS22-2_SAMEA112714850_MAG_00000025.fa,186_1,0.010000000000000009,average,ANImf,186
GROS22-2_SAMEA112714861_MAG_00000197.fa,186_1,0.010000000000000009,average,ANImf,186
GROS22-1_SAMEA110290262_MAG_00000057.fa,187_1,0.010000000000000009,average,ANImf,187
GROS22-1_SAMEA110290263_MAG_00000051.fa,187_1,0.010000000000000009,average,ANImf,187
GROS22-1_SAMEA110290266_MAG_00000156.fa,187_1,0.010000000000000009,average,ANImf,187
GROS22-1_SAMEA110290267_MAG_00000016.fa,187_1,0.010000000000000009,average,ANImf,187
GROS22-2_SAMEA112714790_MAG_00000020.fa,187_1,0.010000000000000009,average,ANImf,187
GROS22-2_SAMEA112714791_MAG_00000217.fa,187_1,0.010000000000000009,average,ANImf,187
GROS22-2_SAMEA112714792_MAG_00000126.fa,187_1,0.010000000000000009,average,ANImf,187
GROS22-2_SAMEA112714803_MAG_00000289.fa,187_1,0.010000000000000009,average,ANImf,187
GROS22-2_SAMEA112714804_MAG_00000153.fa,187_1,0.010000000000000009,average,ANImf,187
GROS22-2_SAMEA112714819_MAG_00000001.fa,187_1,0.010000000000000009,average,ANImf,187
GROS22-2_SAMEA112714847_MAG_00000242.fa,187_1,0.010000000000000009,average,ANImf,187
GROS22-2_SAMEA112714849_MAG_00000339.fa,187_1,0.010000000000000009,average,ANImf,187
GROS22-2_SAMEA112714850_MAG_00000229.fa,187_1,0.010000000000000009,average,ANImf,187
GROS22-1_SAMEA110290262_MAG_00000025.fa,188_1,0.010000000000000009,average,ANImf,188
GROS22-1_SAMEA110290263_MAG_00000132.fa,188_1,0.010000000000000009,average,ANImf,188
GROS22-1_SAMEA110290264_MAG_00000036.fa,188_1,0.010000000000000009,average,ANImf,188
GROS22-1_SAMEA110290265_MAG_00000072.fa,188_1,0.010000000000000009,average,ANImf,188
GROS22-1_SAMEA110290266_MAG_00000178.fa,188_1,0.010000000000000009,average,ANImf,188
GROS22-1_SAMEA110290267_MAG_00000087.fa,188_1,0.010000000000000009,average,ANImf,188
GROS22-2_SAMEA112714790_MAG_00000107.fa,188_1,0.010000000000000009,average,ANImf,188
GROS22-2_SAMEA112714791_MAG_00000098.fa,188_1,0.010000000000000009,average,ANImf,188
GROS22-2_SAMEA112714792_MAG_00000156.fa,188_1,0.010000000000000009,average,ANImf,188
GROS22-2_SAMEA112714799_MAG_00000139.fa,188_1,0.010000000000000009,average,ANImf,188
GROS22-2_SAMEA112714801_MAG_00000023.fa,188_1,0.010000000000000009,average,ANImf,188
GROS22-2_SAMEA112714802_MAG_00000114.fa,188_1,0.010000000000000009,average,ANImf,188
GROS22-2_SAMEA112714803_MAG_00000179.fa,188_1,0.010000000000000009,average,ANImf,188
GROS22-2_SAMEA112714804_MAG_00000167.fa,188_1,0.010000000000000009,average,ANImf,188
GROS22-1_SAMEA110290266_MAG_00000167.fa,189_1,0.010000000000000009,average,ANImf,189
GROS22-1_SAMEA110290267_MAG_00000169.fa,189_2,0.010000000000000009,average,ANImf,189
GROS22-1_SAMEA110290264_MAG_00000050.fa,189_3,0.010000000000000009,average,ANImf,189
GROS22-1_SAMEA110290287_MAG_00000041.fa,190_1,0.010000000000000009,average,ANImf,190
GROS22-1_SAMEA110290304_MAG_00000163.fa,190_2,0.010000000000000009,average,ANImf,190
GROS22-1_SAMEA110290286_MAG_00000042.fa,190_3,0.010000000000000009,average,ANImf,190
GROS22-1_SAMEA110290288_MAG_00000092.fa,190_4,0.010000000000000009,average,ANImf,190
GROS22-1_SAMEA110290289_MAG_00000045.fa,190_5,0.010000000000000009,average,ANImf,190
GROS22-1_SAMEA110290305_MAG_00000144.fa,190_6,0.010000000000000009,average,ANImf,190
GROS22-1_SAMEA110290290_MAG_00000001.fa,190_7,0.010000000000000009,average,ANImf,190
GROS22-1_SAMEA110290292_MAG_00000045.fa,190_8,0.010000000000000009,average,ANImf,190
GROS22-1_SAMEA110290307_MAG_00000127.fa,190_9,0.010000000000000009,average,ANImf,190
GROS22-1_SAMEA110290293_MAG_00000132.fa,190_10,0.010000000000000009,average,ANImf,190
GROS22-2_SAMEA112714834_MAG_00000137.fa,190_11,0.010000000000000009,average,ANImf,190
GROS22-2_SAMEA112714833_MAG_00000098.fa,190_12,0.010000000000000009,average,ANImf,190
GROS22-2_SAMEA112714806_MAG_00000090.fa,191_1,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714807_MAG_00000077.fa,191_2,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714821_MAG_00000069.fa,191_3,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714822_MAG_00000211.fa,191_4,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290251_MAG_00000056.fa,191_5,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290253_MAG_00000134.fa,191_6,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290252_MAG_00000027.fa,191_7,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290250_MAG_00000062.fa,191_8,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290268_MAG_00000022.fa,191_9,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290269_MAG_00000039.fa,191_9,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290270_MAG_00000044.fa,191_9,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290271_MAG_00000003.fa,191_9,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290272_MAG_00000134.fa,191_9,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290274_MAG_00000162.fa,191_10,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290275_MAG_00000104.fa,191_10,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290279_MAG_00000189.fa,191_10,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290276_MAG_00000042.fa,191_11,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290255_MAG_00000146.fa,191_12,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290277_MAG_00000040.fa,191_13,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290254_MAG_00000044.fa,191_14,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290281_MAG_00000115.fa,191_15,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290280_MAG_00000095.fa,191_16,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290282_MAG_00000084.fa,191_17,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290256_MAG_00000105.fa,191_18,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290257_MAG_00000171.fa,191_19,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290283_MAG_00000056.fa,191_20,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290273_MAG_00000145.fa,191_21,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290261_MAG_00000011.fa,191_22,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290260_MAG_00000159.fa,191_23,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714782_MAG_00000210.fa,191_24,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290278_MAG_00000053.fa,191_25,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714781_MAG_00000002.fa,191_26,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290258_MAG_00000002.fa,191_27,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290259_MAG_00000057.fa,191_28,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714800_MAG_00000027.fa,191_29,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714805_MAG_00000067.fa,191_30,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290262_MAG_00000067.fa,191_31,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290346_MAG_00000025.fa,191_32,0.010000000000000009,average,ANImf,191
GROS22-1_SAMEA110290329_MAG_00000007.fa,191_33,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714827_MAG_00000152.fa,191_34,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714828_MAG_00000043.fa,191_34,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714829_MAG_00000219.fa,191_34,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714830_MAG_00000034.fa,191_34,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714846_MAG_00000245.fa,191_35,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714845_MAG_00000332.fa,191_36,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714857_MAG_00000017.fa,191_37,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714858_MAG_00000181.fa,191_38,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714834_MAG_00000187.fa,191_39,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714839_MAG_00000273.fa,191_40,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714836_MAG_00000129.fa,191_41,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714837_MAG_00000038.fa,191_42,0.010000000000000009,average,ANImf,191
GROS22-2_SAMEA112714833_MAG_00000145.fa,191_43,0.010000000000000009,average,ANImf,191
